geoid,irrigated_share,source_text
48143,1.0,100.00
48145,,(D)
48147,0.0,0.00
48149,,(D)
48151,,(D)
48153,0.5608,56.08
48155,,(D)
48157,,(D)
48159,0.0,0.00
48161,0.0,0.00
48163,0.7059000000000001,70.59
48165,0.4217,42.17
48167,0.0,0.00
48169,0.2656,26.56
48171,0.0,0.00
48173,0.44689999999999996,44.69
48175,,(D)
48177,0.0,0.00
48179,0.1322,13.22
48181,,(D)
48183,0.0,0.00
48185,,(D)
48187,0.0,0.00
48189,0.5251,52.51
48191,0.295,29.50
48193,,(D)
48195,0.5522,55.22
48197,,(D)
48199,0.0,0.00
48201,0.0,0.00
48203,0.0,0.00
48205,,(D)
48207,0.1989,19.89
48209,,(D)
48211,0.0,0.00
48213,0.0,0.00
48215,0.5329,53.29
48217,0.0218,2.18
48219,0.44170000000000004,44.17
48221,0.0,0.00
48223,0.0,0.00
48225,,(D)
48227,,(D)
48229,,(D)
48231,0.0,0.00
48233,0.254,25.40
48235,0.0,0.00
48237,,(D)
48239,0.0617,6.17
48241,,(D)
48243,0.0,0.00
48245,0.0,0.00
48247,0.0,0.00
48249,0.0,0.00
48251,0.0,0.00
48253,,(D)
48255,,(D)
48257,,(D)
48259,0.0,0.00
48261,0.0,0.00
48263,,(D)
48265,0.0,0.00
48267,0.0,0.00
48269,,(D)
48271,0.0,0.00
48273,0.0,0.00
48275,0.34630000000000005,34.63
48277,,(D)
48279,0.44909999999999994,44.91
48281,0.0,0.00
48283,0.0,0.00
48285,0.0,0.00
48287,0.0,0.00
48289,0.0,0.00
48291,,(D)
48293,0.0,0.00
48295,,(D)
48297,,(D)
48299,0.0,0.00
48301,0.0,0.00
48303,0.6920000000000001,69.20
48305,0.3296,32.96
48307,,(D)
48309,0.0345,3.45
48311,0.0,0.00
48313,,(D)
48315,,(D)
48317,0.35119999999999996,35.12
48319,0.0,0.00
48321,,(D)
48323,0.0,0.00
48325,0.7248,72.48
48327,0.0,0.00
48329,0.23420000000000002,23.42
48331,,(D)
48333,,(D)
48335,0.0506,5.06
48337,,(D)
48339,0.0,0.00
48341,0.589,58.90
48343,0.0,0.00
48345,0.2309,23.09
48347,0.0,0.00
48349,0.0,0.00
48351,0.0,0.00
48353,0.056299999999999996,5.63
48355,,(D)
48357,0.7234999999999999,72.35
48359,,(D)
48361,0.0,0.00
48363,0.0,0.00
48365,0.0,0.00
48367,0.0,0.00
48369,0.4799,47.99
48371,,(D)
48373,0.0,0.00
48375,0.0726,7.26
48377,0.0,0.00
48379,0.0,0.00
48381,0.3704,37.04
48383,1.0,100.00
48385,0.0,0.00
48387,0.0,0.00
48389,,(D)
48391,0.0,0.00
48393,,(D)
48395,,(D)
48397,0.0,0.00
48399,0.19510000000000002,19.51
48401,0.0,0.00
48403,0.0,0.00
48405,0.0,0.00
48407,,(D)
48409,0.0092,0.92
48411,0.0,0.00
48413,,(D)
48415,,(D)
48417,,(D)
48419,,(D)
48421,0.42969999999999997,42.97
48423,0.0,0.00
48425,0.0,0.00
48427,,(D)
48429,0.0,0.00
48431,0.0,0.00
48433,0.42200000000000004,42.20
48435,,(D)
48437,0.4303,43.03
48439,0.0,0.00
48441,0.0,0.00
48443,0.0,0.00
48445,0.4301,43.01
48447,,(D)
48449,0.0,0.00
48451,0.6908,69.08
48453,0.0,0.00
48455,0.0,0.00
48457,0.0,0.00
48459,0.0,0.00
48461,,(D)
48463,0.5882999999999999,58.83
48465,0.0,0.00
48467,0.0,0.00
48469,0.09269999999999999,9.27
48471,,(D)
48473,0.5804,58.04
48475,0.0,0.00
48477,0.0,0.00
48479,,(D)
48481,0.10439999999999999,10.44
48483,,(D)
48485,,(D)
48487,0.1252,12.52
48489,0.0308,3.08
48491,0.0,0.00
48493,,(D)
48495,0.0,0.00
48497,0.0,0.00
48499,0.0,0.00
48501,0.35850000000000004,35.85
48503,,(D)
48505,0.0,0.00
48507,,(D)
49001,0.0,0.00
49003,0.0,0.00
49005,0.0,0.00
49007,0.0,0.00
49009,0.0,0.00
49011,0.0,0.00
49013,0.0,0.00
49015,0.0,0.00
49017,0.0,0.00
49019,0.0,0.00
49021,0.0,0.00
49023,0.0,0.00
49025,0.0,0.00
49027,0.0,0.00
49029,0.0,0.00
49031,0.0,0.00
49033,0.0,0.00
49035,0.0,0.00
49037,0.0,0.00
49039,0.0,0.00
49041,0.0,0.00
49043,0.0,0.00
49045,0.0,0.00
49047,0.0,0.00
49049,0.0,0.00
49051,0.0,0.00
49053,0.0,0.00
49055,0.0,0.00
49057,0.0,0.00
50001,0.0,0.00
50003,0.0,0.00
50005,0.0,0.00
50007,0.0,0.00
50009,0.0,0.00
50011,0.0,0.00
50013,0.0,0.00
50015,0.0,0.00
50017,0.0,0.00
50019,0.0,0.00
50021,0.0,0.00
50023,0.0,0.00
50025,0.0,0.00
50027,0.0,0.00
51001,,(D)
51003,0.0,0.00
51005,0.0,0.00
51007,0.0,0.00
51009,0.0,0.00
51011,0.0,0.00
51013,0.0,0.00
51015,0.0,0.00
51017,0.0,0.00
51019,0.0,0.00
51021,0.0,0.00
51023,0.0,0.00
51025,,(D)
51027,0.0,0.00
51029,0.0,0.00
51031,0.0,0.00
51033,0.0,0.00
51035,0.0,0.00
51036,,(D)
51037,0.0,0.00
51041,0.0,0.00
51043,0.0,0.00
51045,0.0,0.00
51047,0.0,0.00
51049,0.0,0.00
51051,0.0,0.00
51053,,(D)
51057,0.0,0.00
51059,0.0,0.00
51061,0.0,0.00
51063,0.0,0.00
51065,0.0,0.00
51067,0.0,0.00
51069,0.0,0.00
51071,0.0,0.00
51073,0.0,0.00
51075,0.0,0.00
51077,0.0,0.00
51079,0.0,0.00
51081,,(D)
51083,0.0,0.00
51085,0.0,0.00
51087,0.0,0.00
51089,0.0,0.00
51091,0.0,0.00
51093,,(D)
51095,0.0,0.00
51097,0.0,0.00
51099,0.0,0.00
51101,0.0,0.00
51103,0.0,0.00
51105,0.0,0.00
51107,0.0,0.00
51109,0.0,0.00
51111,0.0,0.00
51113,0.0,0.00
51115,0.0,0.00
51117,0.0,0.00
51119,0.0,0.00
51121,0.0,0.00
51125,0.0,0.00
51127,0.0,0.00
51131,,(D)
51133,0.0,0.00
51135,0.0,0.00
51137,0.0,0.00
51139,0.0,0.00
51141,0.0,0.00
51143,0.0,0.00
51145,0.0,0.00
51147,0.0,0.00
51149,0.0,0.00
51153,0.0,0.00
51155,0.0,0.00
51157,0.0,0.00
51159,0.0,0.00
51161,0.0,0.00
51163,0.0,0.00
51165,0.0,0.00
51167,0.0,0.00
51169,0.0,0.00
51171,0.0,0.00
51173,0.0,0.00
51175,0.0151,1.51
51177,0.0,0.00
51179,0.0,0.00
51181,0.0,0.00
51183,,(D)
51185,0.0,0.00
51187,0.0,0.00
51191,0.0,0.00
51193,0.0,0.00
51195,0.0,0.00
51197,0.0,0.00
51199,0.0,0.00
51550,,(D)
51800,0.0,0.00
51810,0.0,0.00
53001,0.0,0.00
53003,0.0,0.00
53005,0.0,0.00
53007,0.0,0.00
53009,0.0,0.00
53011,0.0,0.00
53013,0.0,0.00
53015,0.0,0.00
53017,0.0,0.00
53019,0.0,0.00
53021,0.0,0.00
53023,0.0,0.00
53025,0.0,0.00
53027,0.0,0.00
53029,0.0,0.00
53031,0.0,0.00
53033,0.0,0.00
53035,0.0,0.00
53037,0.0,0.00
53039,0.0,0.00
53041,0.0,0.00
53043,0.0,0.00
53045,0.0,0.00
53047,0.0,0.00
53049,0.0,0.00
53051,0.0,0.00
53053,0.0,0.00
53055,0.0,0.00
53057,0.0,0.00
53059,0.0,0.00
53061,0.0,0.00
53063,0.0,0.00
53065,0.0,0.00
53067,0.0,0.00
53069,0.0,0.00
53071,0.0,0.00
53073,0.0,0.00
53075,0.0,0.00
53077,0.0,0.00
54001,0.0,0.00
54003,0.0,0.00
54005,0.0,0.00
54007,0.0,0.00
54009,0.0,0.00
54011,0.0,0.00
54013,0.0,0.00
54015,0.0,0.00
54017,0.0,0.00
54019,0.0,0.00
54021,0.0,0.00
54023,0.0,0.00
54025,0.0,0.00
54027,0.0,0.00
54029,0.0,0.00
54031,0.0,0.00
54033,0.0,0.00
54035,0.0,0.00
54037,0.0,0.00
54039,0.0,0.00
54041,0.0,0.00
54043,0.0,0.00
54045,0.0,0.00
54047,0.0,0.00
54049,0.0,0.00
54051,0.0,0.00
54053,0.0,0.00
54055,0.0,0.00
54057,0.0,0.00
54059,0.0,0.00
54061,0.0,0.00
54063,0.0,0.00
54065,0.0,0.00
54067,0.0,0.00
54069,0.0,0.00
54071,0.0,0.00
54073,0.0,0.00
54075,0.0,0.00
54077,0.0,0.00
54079,0.0,0.00
54081,0.0,0.00
54083,0.0,0.00
54085,0.0,0.00
54087,0.0,0.00
54089,0.0,0.00
54091,0.0,0.00
54093,0.0,0.00
54095,0.0,0.00
54097,0.0,0.00
54099,0.0,0.00
54101,0.0,0.00
54103,0.0,0.00
54105,0.0,0.00
54107,0.0,0.00
54109,0.0,0.00
55001,0.0,0.00
55003,0.0,0.00
55005,0.0,0.00
55007,0.0,0.00
55009,0.0,0.00
55011,0.0,0.00
55013,0.0,0.00
55015,0.0,0.00
55017,0.0,0.00
55019,0.0,0.00
55021,0.0,0.00
55023,0.0,0.00
55025,0.0,0.00
55027,0.0,0.00
55029,0.0,0.00
55031,0.0,0.00
55033,0.0,0.00
55035,0.0,0.00
55037,0.0,0.00
55039,0.0,0.00
55041,0.0,0.00
55043,0.0,0.00
55045,0.0,0.00
55047,0.0,0.00
55049,0.0,0.00
55051,0.0,0.00
55053,0.0,0.00
55055,0.0,0.00
55057,0.0,0.00
55059,0.0,0.00
55061,0.0,0.00
55063,0.0,0.00
55065,0.0,0.00
55067,0.0,0.00
55069,0.0,0.00
55071,0.0,0.00
55073,0.0,0.00
55075,0.0,0.00
55077,0.0,0.00
55078,0.0,0.00
55079,0.0,0.00
55081,0.0,0.00
55083,0.0,0.00
55085,0.0,0.00
55087,0.0,0.00
55089,0.0,0.00
55091,0.0,0.00
55093,0.0,0.00
55095,0.0,0.00
55097,0.0,0.00
55099,0.0,0.00
55101,0.0,0.00
55103,0.0,0.00
55105,0.0,0.00
55107,0.0,0.00
55109,0.0,0.00
55111,0.0,0.00
55113,0.0,0.00
55115,0.0,0.00
55117,0.0,0.00
55119,0.0,0.00
55121,0.0,0.00
55123,0.0,0.00
55125,0.0,0.00
55127,0.0,0.00
55129,0.0,0.00
55131,0.0,0.00
55133,0.0,0.00
55135,0.0,0.00
55137,0.0,0.00
55139,0.0,0.00
55141,0.0,0.00
56001,0.0,0.00
56003,0.0,0.00
56005,0.0,0.00
56007,0.0,0.00
56009,0.0,0.00
56011,0.0,0.00
56013,0.0,0.00
56015,0.0,0.00
56017,0.0,0.00
56019,0.0,0.00
56021,0.0,0.00
56023,0.0,0.00
56025,0.0,0.00
56027,0.0,0.00
56029,0.0,0.00
56031,0.0,0.00
56033,0.0,0.00
56035,0.0,0.00
56037,0.0,0.00
56039,0.0,0.00
56041,0.0,0.00
56043,0.0,0.00
56045,0.0,0.00
