geoid,irrigated_share,source_text
26147,0.0,0.00
26149,0.0,0.00
26151,0.0,0.00
26153,0.0,0.00
26155,0.0,0.00
26157,0.0,0.00
26159,0.0,0.00
26161,0.0,0.00
26163,0.0,0.00
26165,0.0,0.00
27001,0.0,0.00
27003,0.0,0.00
27005,0.0,0.00
27007,0.0,0.00
27009,0.0,0.00
27011,0.0,0.00
27013,0.0,0.00
27015,0.0,0.00
27017,0.0,0.00
27019,0.0,0.00
27021,0.0,0.00
27023,0.0,0.00
27025,0.0,0.00
27027,0.0,0.00
27029,0.0,0.00
27031,0.0,0.00
27033,0.0,0.00
27035,0.0,0.00
27037,0.0,0.00
27039,0.0,0.00
27041,0.0,0.00
27043,0.0,0.00
27045,0.0,0.00
27047,0.0,0.00
27049,0.0,0.00
27051,0.0,0.00
27053,0.0,0.00
27055,0.0,0.00
27057,0.0,0.00
27059,0.0,0.00
27061,0.0,0.00
27063,0.0,0.00
27065,0.0,0.00
27067,0.0,0.00
27069,0.0,0.00
27071,0.0,0.00
27073,0.0,0.00
27075,0.0,0.00
27077,0.0,0.00
27079,0.0,0.00
27081,0.0,0.00
27083,0.0,0.00
27085,0.0,0.00
27087,0.0,0.00
27089,0.0,0.00
27091,0.0,0.00
27093,0.0,0.00
27095,0.0,0.00
27097,0.0,0.00
27099,0.0,0.00
27101,0.0,0.00
27103,0.0,0.00
27105,0.0,0.00
27107,0.0,0.00
27109,0.0,0.00
27111,0.0,0.00
27113,0.0,0.00
27115,0.0,0.00
27117,0.0,0.00
27119,0.0,0.00
27121,0.0,0.00
27123,0.0,0.00
27125,0.0,0.00
27127,0.0,0.00
27129,0.0,0.00
27131,0.0,0.00
27133,0.0,0.00
27135,0.0,0.00
27137,0.0,0.00
27139,0.0,0.00
27141,0.0,0.00
27143,0.0,0.00
27145,0.0,0.00
27147,0.0,0.00
27149,0.0,0.00
27151,0.0,0.00
27153,0.0,0.00
27155,0.0,0.00
27157,0.0,0.00
27159,0.0,0.00
27161,0.0,0.00
27163,0.0,0.00
27165,0.0,0.00
27167,0.0,0.00
27169,0.0,0.00
27171,0.0,0.00
27173,0.0,0.00
28001,,(D)
28003,0.0,0.00
28005,0.0,0.00
28007,,(D)
28009,0.0,0.00
28011,,(D)
28013,,(D)
28015,0.4968,49.68
28017,,(D)
28019,0.0,0.00
28021,,(D)
28023,,(D)
28025,0.0,0.00
28027,,(D)
28029,0.0,0.00
28031,0.0,0.00
28033,0.2445,24.45
28035,,(D)
28037,0.0,0.00
28039,0.0,0.00
28041,0.0,0.00
28043,,(D)
28045,0.0,0.00
28047,0.0,0.00
28049,0.0,0.00
28051,,(D)
28053,0.7293999999999999,72.94
28055,,(D)
28057,0.0,0.00
28059,,(D)
28061,0.0,0.00
28063,0.0,0.00
28065,0.0,0.00
28067,0.0,0.00
28069,0.0,0.00
28071,,(D)
28073,0.0,0.00
28075,0.0,0.00
28077,0.0,0.00
28079,0.0,0.00
28081,0.0,0.00
28083,0.8928,89.28
28085,0.0,0.00
28087,0.20929999999999999,20.93
28089,0.0,0.00
28091,0.0,0.00
28093,0.0,0.00
28095,0.0,0.00
28097,0.0,0.00
28099,,(D)
28101,0.0,0.00
28103,0.3165,31.65
28105,,(D)
28107,0.3886,38.86
28109,0.0,0.00
28111,,(D)
28113,0.0,0.00
28115,0.0,0.00
28117,0.0,0.00
28119,0.6213000000000001,62.13
28121,0.0,0.00
28123,,(D)
28125,0.2821,28.21
28127,0.0,0.00
28129,,(D)
28131,,(D)
28133,0.564,56.40
28135,0.7012999999999999,70.13
28137,0.0,0.00
28139,,(D)
28141,0.0,0.00
28143,0.7432,74.32
28145,0.0,0.00
28147,0.0,0.00
28149,,(D)
28151,0.7559999999999999,75.60
28153,0.0,0.00
28155,,(D)
28157,0.0,0.00
28159,0.0,0.00
28161,0.1094,10.94
28163,0.4147,41.47
29001,0.0,0.00
29003,0.0,0.00
29005,0.0,0.00
29007,0.0,0.00
29009,0.0,0.00
29011,0.0,0.00
29013,0.0,0.00
29015,0.0,0.00
29017,0.0,0.00
29019,0.0,0.00
29021,0.0,0.00
29023,,(D)
29025,0.0,0.00
29027,0.0,0.00
29029,0.0,0.00
29031,0.0,0.00
29033,0.0,0.00
29035,0.0,0.00
29037,0.0,0.00
29039,0.0,0.00
29041,0.0,0.00
29043,0.0,0.00
29045,0.0,0.00
29047,0.0,0.00
29049,0.0,0.00
29051,0.0,0.00
29053,0.0,0.00
29055,0.0,0.00
29057,0.0,0.00
29059,0.0,0.00
29061,0.0,0.00
29063,0.0,0.00
29065,0.0,0.00
29067,0.0,0.00
29069,0.6247,62.47
29071,0.0,0.00
29073,0.0,0.00
29075,0.0,0.00
29077,0.0,0.00
29079,0.0,0.00
29081,0.0,0.00
29083,0.0,0.00
29085,0.0,0.00
29087,0.0,0.00
29089,0.0,0.00
29091,0.0,0.00
29093,0.0,0.00
29095,0.0,0.00
29097,0.0,0.00
29099,0.0,0.00
29101,0.0,0.00
29103,0.0,0.00
29105,0.0,0.00
29107,0.0,0.00
29109,0.0,0.00
29111,0.0,0.00
29113,0.0,0.00
29115,0.0,0.00
29117,0.0,0.00
29119,0.0,0.00
29121,0.0,0.00
29123,0.0,0.00
29125,0.0,0.00
29127,0.0,0.00
29129,0.0,0.00
29131,0.0,0.00
29133,,(D)
29135,0.0,0.00
29137,0.0,0.00
29139,0.0,0.00
29141,0.0,0.00
29143,0.6296,62.96
29145,0.0,0.00
29147,0.0,0.00
29149,0.0,0.00
29151,0.0,0.00
29153,0.0,0.00
29155,0.6015999999999999,60.16
29157,0.0,0.00
29159,0.0,0.00
29161,0.0,0.00
29163,0.0,0.00
29165,0.0,0.00
29167,0.0,0.00
29169,0.0,0.00
29171,0.0,0.00
29173,0.0,0.00
29175,0.0,0.00
29177,0.0,0.00
29179,0.0,0.00
29181,0.0,0.00
29183,0.0,0.00
29185,0.0,0.00
29186,0.0,0.00
29187,0.0,0.00
29189,0.0,0.00
29195,0.0,0.00
29197,0.0,0.00
29199,0.0,0.00
29201,,(D)
29203,0.0,0.00
29205,0.0,0.00
29207,0.6748999999999999,67.49
29209,0.0,0.00
29211,0.0,0.00
29213,0.0,0.00
29215,0.0,0.00
29217,0.0,0.00
29219,0.0,0.00
29221,0.0,0.00
29223,0.0,0.00
29225,0.0,0.00
29227,0.0,0.00
29229,0.0,0.00
30001,0.0,0.00
30003,0.0,0.00
30005,0.0,0.00
30007,0.0,0.00
30009,0.0,0.00
30011,0.0,0.00
30013,0.0,0.00
30015,0.0,0.00
30017,0.0,0.00
30019,0.0,0.00
30021,0.0,0.00
30023,0.0,0.00
30025,0.0,0.00
30027,0.0,0.00
30029,0.0,0.00
30031,0.0,0.00
30033,0.0,0.00
30035,0.0,0.00
30037,0.0,0.00
30039,0.0,0.00
30041,0.0,0.00
30043,0.0,0.00
30045,0.0,0.00
30047,0.0,0.00
30049,0.0,0.00
30051,0.0,0.00
30053,0.0,0.00
30055,0.0,0.00
30057,0.0,0.00
30059,0.0,0.00
30061,0.0,0.00
30063,0.0,0.00
30065,0.0,0.00
30067,0.0,0.00
30069,0.0,0.00
30071,0.0,0.00
30073,0.0,0.00
30075,0.0,0.00
30077,0.0,0.00
30079,0.0,0.00
30081,0.0,0.00
30083,0.0,0.00
30085,0.0,0.00
30087,0.0,0.00
30089,0.0,0.00
30091,0.0,0.00
30093,0.0,0.00
30095,0.0,0.00
30097,0.0,0.00
30099,0.0,0.00
30101,0.0,0.00
30103,0.0,0.00
30105,0.0,0.00
30107,0.0,0.00
30109,0.0,0.00
30111,0.0,0.00
31001,0.0,0.00
31003,0.0,0.00
31005,0.0,0.00
31007,0.0,0.00
31009,0.0,0.00
31011,0.0,0.00
31013,0.0,0.00
31015,0.0,0.00
31017,0.0,0.00
31019,0.0,0.00
31021,0.0,0.00
31023,0.0,0.00
31025,0.0,0.00
31027,0.0,0.00
31029,0.0,0.00
31031,0.0,0.00
31033,0.0,0.00
31035,0.0,0.00
31037,0.0,0.00
31039,0.0,0.00
31041,0.0,0.00
31043,0.0,0.00
31045,0.0,0.00
31047,0.0,0.00
31049,0.0,0.00
31051,0.0,0.00
31053,0.0,0.00
31055,0.0,0.00
31057,0.0,0.00
31059,0.0,0.00
31061,0.0,0.00
31063,0.0,0.00
31065,0.0,0.00
31067,0.0,0.00
31069,0.0,0.00
31071,0.0,0.00
31073,0.0,0.00
31075,0.0,0.00
31077,0.0,0.00
31079,0.0,0.00
31081,0.0,0.00
31083,0.0,0.00
31085,0.0,0.00
31087,0.0,0.00
31089,0.0,0.00
31091,0.0,0.00
31093,0.0,0.00
31095,0.0,0.00
31097,0.0,0.00
31099,0.0,0.00
31101,0.0,0.00
31103,0.0,0.00
31105,0.0,0.00
31107,0.0,0.00
31109,0.0,0.00
31111,0.0,0.00
31113,0.0,0.00
31115,0.0,0.00
31117,0.0,0.00
31119,0.0,0.00
31121,0.0,0.00
31123,0.0,0.00
31125,0.0,0.00
31127,0.0,0.00
31129,0.0,0.00
31131,0.0,0.00
31133,0.0,0.00
31135,0.0,0.00
31137,0.0,0.00
31139,0.0,0.00
31141,0.0,0.00
31143,0.0,0.00
31145,0.0,0.00
31147,0.0,0.00
31149,0.0,0.00
31151,0.0,0.00
31153,0.0,0.00
31155,0.0,0.00
31157,0.0,0.00
31159,0.0,0.00
31161,0.0,0.00
31163,0.0,0.00
31165,0.0,0.00
31167,0.0,0.00
31169,0.0,0.00
31171,0.0,0.00
31173,0.0,0.00
31175,0.0,0.00
31177,0.0,0.00
31179,0.0,0.00
31181,0.0,0.00
31183,0.0,0.00
31185,0.0,0.00
32001,0.0,0.00
32003,0.0,0.00
32005,0.0,0.00
32007,0.0,0.00
32009,0.0,0.00
32011,0.0,0.00
32013,0.0,0.00
32015,0.0,0.00
32017,0.0,0.00
32019,0.0,0.00
32021,0.0,0.00
32023,0.0,0.00
32027,0.0,0.00
32029,0.0,0.00
32031,0.0,0.00
32033,0.0,0.00
32510,0.0,0.00
33001,0.0,0.00
33003,0.0,0.00
33005,0.0,0.00
33007,0.0,0.00
33009,0.0,0.00
33011,0.0,0.00
33013,0.0,0.00
33015,0.0,0.00
33017,0.0,0.00
33019,0.0,0.00
34001,0.0,0.00
34003,0.0,0.00
34005,0.0,0.00
34007,0.0,0.00
34009,0.0,0.00
34011,0.0,0.00
34013,0.0,0.00
34015,0.0,0.00
34017,0.0,0.00
34019,0.0,0.00
34021,0.0,0.00
34023,0.0,0.00
34025,0.0,0.00
34027,0.0,0.00
34029,0.0,0.00
34031,0.0,0.00
34033,0.0,0.00
34035,0.0,0.00
34037,0.0,0.00
34039,0.0,0.00
34041,0.0,0.00
35001,0.0,0.00
35003,0.0,0.00
35005,1.0,100.00
35006,0.0,0.00
35007,0.0,0.00
35009,1.0,100.00
35011,0.0,0.00
35013,1.0,100.00
35015,1.0,100.00
35017,0.0,0.00
35019,0.0,0.00
35021,0.0,0.00
35023,,(D)
35025,1.0,100.00
35027,0.0,0.00
35028,0.0,0.00
35029,1.0,100.00
35031,0.0,0.00
35033,0.0,0.00
35035,0.0,0.00
35037,,(D)
35039,0.0,0.00
35041,1.0,100.00
35043,0.0,0.00
35045,0.0,0.00
35047,0.0,0.00
35049,0.0,0.00
35051,,(D)
35053,0.0,0.00
35055,0.0,0.00
35057,0.0,0.00
35059,0.0,0.00
35061,0.0,0.00
36001,0.0,0.00
36003,0.0,0.00
36005,0.0,0.00
36007,0.0,0.00
36009,0.0,0.00
36011,0.0,0.00
36013,0.0,0.00
36015,0.0,0.00
36017,0.0,0.00
36019,0.0,0.00
36021,0.0,0.00
36023,0.0,0.00
36025,0.0,0.00
36027,0.0,0.00
36029,0.0,0.00
36031,0.0,0.00
36033,0.0,0.00
36035,0.0,0.00
36037,0.0,0.00
36039,0.0,0.00
36041,0.0,0.00
36043,0.0,0.00
36045,0.0,0.00
36047,0.0,0.00
36049,0.0,0.00
36051,0.0,0.00
36053,0.0,0.00
36055,0.0,0.00
36057,0.0,0.00
36059,0.0,0.00
36061,0.0,0.00
36063,0.0,0.00
36065,0.0,0.00
36067,0.0,0.00
36069,0.0,0.00
36071,0.0,0.00
36073,0.0,0.00
36075,0.0,0.00
36077,0.0,0.00
36079,0.0,0.00
36081,0.0,0.00
36083,0.0,0.00
36085,0.0,0.00
36087,0.0,0.00
36089,0.0,0.00
36091,0.0,0.00
36093,0.0,0.00
36095,0.0,0.00
36097,0.0,0.00
36099,0.0,0.00
36101,0.0,0.00
36103,0.0,0.00
36105,0.0,0.00
36107,0.0,0.00
36109,0.0,0.00
36111,0.0,0.00
36113,0.0,0.00
36115,0.0,0.00
36117,0.0,0.00
36119,0.0,0.00
36121,0.0,0.00
36123,0.0,0.00
37001,0.0,0.00
37003,0.0,0.00
37005,0.0,0.00
37007,0.0,0.00
37009,0.0,0.00
37011,0.0,0.00
37013,0.0,0.00
37015,0.0859,8.59
37017,,(D)
37019,,(D)
37021,0.0,0.00
37023,0.0,0.00
37025,,(D)
37027,0.0,0.00
37029,,(D)
37031,,(D)
37033,0.0,0.00
37035,0.0,0.00
37037,,(D)
37039,0.0,0.00
37041,0.085,8.50
37043,0.0,0.00
37045,0.0,0.00
37047,0.0,0.00
37049,0.0,0.00
37051,,(D)
37053,0.0,0.00
37055,0.0,0.00
37057,0.0,0.00
37059,0.0,0.00
37061,0.0,0.00
37063,0.0,0.00
37065,0.024399999999999998,2.44
37067,0.0,0.00
37069,,(D)
37071,0.0,0.00
37073,0.0989,9.89
37075,0.0,0.00
37077,0.0,0.00
37079,,(D)
37081,0.0,0.00
37083,0.0148,1.48
37085,0.008100000000000001,0.81
37087,0.0,0.00
37089,0.0,0.00
37091,,(D)
37093,,(D)
37095,,(D)
37097,,(D)
37099,0.0,0.00
37101,,(D)
37103,0.0,0.00
37105,,(D)
37107,,(D)
37109,,(D)
37111,0.0,0.00
37113,0.0,0.00
37115,0.0,0.00
37117,0.0,0.00
37119,0.0,0.00
37121,0.0,0.00
37123,,(D)
37125,0.0,0.00
37127,0.025099999999999997,2.51
37129,0.0,0.00
37131,0.045700000000000005,4.57
37133,0.0,0.00
37135,0.0,0.00
37137,,(D)
37139,,(D)
37141,,(D)
37143,0.0,0.00
37145,0.0,0.00
37147,,(D)
37149,0.0,0.00
37151,0.0,0.00
37153,,(D)
37155,,(D)
37157,0.0,0.00
37159,,(D)
37161,0.0,0.00
37163,,(D)
37165,0.0,0.00
37167,0.0,0.00
37169,0.0,0.00
37171,0.0,0.00
37173,0.0,0.00
37175,0.0,0.00
37177,,(D)
37179,0.0,0.00
37181,0.0,0.00
37183,,(D)
37185,,(D)
37187,0.0,0.00
37189,0.0,0.00
37191,0.0,0.00
37193,0.0,0.00
37195,,(D)
37197,0.0,0.00
37199,0.0,0.00
38001,0.0,0.00
38003,0.0,0.00
38005,0.0,0.00
38007,0.0,0.00
38009,0.0,0.00
38011,0.0,0.00
38013,0.0,0.00
38015,0.0,0.00
38017,0.0,0.00
38019,0.0,0.00
38021,0.0,0.00
38023,0.0,0.00
38025,0.0,0.00
38027,0.0,0.00
38029,0.0,0.00
38031,0.0,0.00
38033,0.0,0.00
38035,0.0,0.00
38037,0.0,0.00
38039,0.0,0.00
38041,0.0,0.00
38043,0.0,0.00
38045,0.0,0.00
38047,0.0,0.00
38049,0.0,0.00
38051,0.0,0.00
38053,0.0,0.00
38055,0.0,0.00
38057,0.0,0.00
38059,0.0,0.00
38061,0.0,0.00
38063,0.0,0.00
38065,0.0,0.00
38067,0.0,0.00
38069,0.0,0.00
38071,0.0,0.00
38073,0.0,0.00
38075,0.0,0.00
38077,0.0,0.00
38079,0.0,0.00
38081,0.0,0.00
38083,0.0,0.00
38085,0.0,0.00
38087,0.0,0.00
38089,0.0,0.00
38091,0.0,0.00
38093,0.0,0.00
38095,0.0,0.00
38097,0.0,0.00
38099,0.0,0.00
38101,0.0,0.00
38103,0.0,0.00
38105,0.0,0.00
39001,0.0,0.00
39003,0.0,0.00
39005,0.0,0.00
39007,0.0,0.00
39009,0.0,0.00
39011,0.0,0.00
39013,0.0,0.00
39015,0.0,0.00
39017,0.0,0.00
39019,0.0,0.00
39021,0.0,0.00
39023,0.0,0.00
39025,0.0,0.00
39027,0.0,0.00
39029,0.0,0.00
39031,0.0,0.00
39033,0.0,0.00
39035,0.0,0.00
39037,0.0,0.00
39039,0.0,0.00
39041,0.0,0.00
39043,0.0,0.00
39045,0.0,0.00
39047,0.0,0.00
39049,0.0,0.00
39051,0.0,0.00
39053,0.0,0.00
39055,0.0,0.00
39057,0.0,0.00
39059,0.0,0.00
39061,0.0,0.00
39063,0.0,0.00
39065,0.0,0.00
39067,0.0,0.00
39069,0.0,0.00
39071,0.0,0.00
39073,0.0,0.00
39075,0.0,0.00
39077,0.0,0.00
39079,0.0,0.00
39081,0.0,0.00
39083,0.0,0.00
39085,0.0,0.00
39087,0.0,0.00
39089,0.0,0.00
39091,0.0,0.00
39093,0.0,0.00
39095,0.0,0.00
39097,0.0,0.00
39099,0.0,0.00
39101,0.0,0.00
39103,0.0,0.00
39105,0.0,0.00
39107,0.0,0.00
39109,0.0,0.00
39111,0.0,0.00
39113,0.0,0.00
39115,0.0,0.00
39117,0.0,0.00
39119,0.0,0.00
39121,0.0,0.00
39123,0.0,0.00
39125,0.0,0.00
39127,0.0,0.00
39129,0.0,0.00
39131,0.0,0.00
39133,0.0,0.00
39135,0.0,0.00
39137,0.0,0.00
39139,0.0,0.00
39141,0.0,0.00
39143,0.0,0.00
39145,0.0,0.00
39147,0.0,0.00
39149,0.0,0.00
39151,0.0,0.00
39153,0.0,0.00
39155,0.0,0.00
39157,0.0,0.00
39159,0.0,0.00
39161,0.0,0.00
39163,0.0,0.00
39165,0.0,0.00
39167,0.0,0.00
39169,0.0,0.00
39171,0.0,0.00
39173,0.0,0.00
39175,0.0,0.00
40001,0.0,0.00
40003,0.0,0.00
40005,0.0,0.00
40007,,(D)
40009,0.1439,14.39
40011,,(D)
40013,0.0,0.00
40015,0.7025,70.25
40017,0.0,0.00
40019,0.0,0.00
40021,0.0,0.00
40023,0.0,0.00
40025,0.061500000000000006,6.15
40027,0.0,0.00
40029,0.0,0.00
40031,0.0,0.00
40033,0.0,0.00
40035,0.0,0.00
40037,0.0,0.00
40039,0.07,7.00
40041,0.0,0.00
40043,0.0,0.00
40045,0.6167,61.67
40047,0.0,0.00
40049,0.0,0.00
40051,,(D)
40053,,(D)
40055,,(D)
40057,0.225,22.50
40059,,(D)
40061,0.0,0.00
40063,0.0,0.00
40065,0.18760000000000002,18.76
40067,0.0,0.00
40069,0.0,0.00
40071,,(D)
40073,0.0,0.00
40075,,(D)
40077,0.0,0.00
40079,0.0,0.00
40081,,(D)
40083,0.0,0.00
40085,0.0,0.00
40087,0.0,0.00
40089,,(D)
40091,0.0,0.00
40093,,(D)
40095,,(D)
40097,0.0,0.00
40099,0.0,0.00
40101,0.0,0.00
40103,,(D)
40105,0.0,0.00
40107,,(D)
40109,,(D)
40111,0.0,0.00
40113,0.0,0.00
40115,0.0,0.00
40117,0.0,0.00
40119,0.0,0.00
40121,0.0,0.00
40123,0.0,0.00
40125,0.0,0.00
40127,0.0,0.00
40129,0.08109999999999999,8.11
40131,0.0,0.00
40133,0.0,0.00
40135,0.0,0.00
40137,0.0,0.00
40139,0.3885,38.85
40141,0.1973,19.73
40143,0.0,0.00
40145,0.0,0.00
40147,0.0,0.00
40149,0.0701,7.01
40151,0.0,0.00
40153,0.0,0.00
41001,0.0,0.00
41003,0.0,0.00
41005,0.0,0.00
41007,0.0,0.00
41009,0.0,0.00
41011,0.0,0.00
41013,0.0,0.00
41015,0.0,0.00
41017,0.0,0.00
41019,0.0,0.00
41021,0.0,0.00
41023,0.0,0.00
41025,0.0,0.00
41027,0.0,0.00
41029,0.0,0.00
41031,0.0,0.00
41033,0.0,0.00
41035,0.0,0.00
41037,0.0,0.00
41039,0.0,0.00
41041,0.0,0.00
41043,0.0,0.00
41045,0.0,0.00
41047,0.0,0.00
41049,0.0,0.00
41051,0.0,0.00
41053,0.0,0.00
41055,0.0,0.00
41057,0.0,0.00
41059,0.0,0.00
41061,0.0,0.00
41063,0.0,0.00
41065,0.0,0.00
41067,0.0,0.00
41069,0.0,0.00
41071,0.0,0.00
42001,0.0,0.00
42003,0.0,0.00
42005,0.0,0.00
42007,0.0,0.00
42009,0.0,0.00
42011,0.0,0.00
42013,0.0,0.00
42015,0.0,0.00
42017,0.0,0.00
42019,0.0,0.00
42021,0.0,0.00
42023,0.0,0.00
42025,0.0,0.00
42027,0.0,0.00
42029,0.0,0.00
42031,0.0,0.00
42033,0.0,0.00
42035,0.0,0.00
42037,0.0,0.00
42039,0.0,0.00
42041,0.0,0.00
42043,0.0,0.00
42045,0.0,0.00
42047,0.0,0.00
42049,0.0,0.00
42051,0.0,0.00
42053,0.0,0.00
42055,0.0,0.00
42057,0.0,0.00
42059,0.0,0.00
42061,0.0,0.00
42063,0.0,0.00
42065,0.0,0.00
42067,0.0,0.00
42069,0.0,0.00
42071,0.0,0.00
42073,0.0,0.00
42075,0.0,0.00
42077,0.0,0.00
42079,0.0,0.00
42081,0.0,0.00
42083,0.0,0.00
42085,0.0,0.00
42087,0.0,0.00
42089,0.0,0.00
42091,0.0,0.00
42093,0.0,0.00
42095,0.0,0.00
42097,0.0,0.00
42099,0.0,0.00
42101,0.0,0.00
42103,0.0,0.00
42105,0.0,0.00
42107,0.0,0.00
42109,0.0,0.00
42111,0.0,0.00
42113,0.0,0.00
42115,0.0,0.00
42117,0.0,0.00
42119,0.0,0.00
42121,0.0,0.00
42123,0.0,0.00
42125,0.0,0.00
42127,0.0,0.00
42129,0.0,0.00
42131,0.0,0.00
42133,0.0,0.00
44001,0.0,0.00
44003,0.0,0.00
44005,0.0,0.00
44007,0.0,0.00
44009,0.0,0.00
45001,,(D)
45003,0.0765,7.65
45005,,(D)
45007,0.0,0.00
45009,0.038599999999999995,3.86
45011,0.2065,20.65
45013,0.0,0.00
45015,0.0,0.00
45017,0.3239,32.39
45019,0.0,0.00
45021,0.0,0.00
45023,0.0,0.00
45025,,(D)
45027,0.1355,13.55
45029,0.0,0.00
45031,0.0126,1.26
45033,,(D)
45035,0.07730000000000001,7.73
45037,0.0,0.00
45039,0.0,0.00
45041,,(D)
45043,,(D)
45045,0.0,0.00
45047,0.0,0.00
45049,0.16449999999999998,16.45
45051,0.0,0.00
45053,0.0,0.00
45055,,(D)
45057,0.0,0.00
45059,0.0,0.00
45061,0.0958,9.58
45063,,(D)
45065,0.0,0.00
45067,,(D)
45069,0.0821,8.21
45071,,(D)
45073,0.0,0.00
45075,0.1891,18.91
45077,0.0,0.00
45079,,(D)
45081,0.0,0.00
45083,0.0,0.00
45085,0.24710000000000001,24.71
45087,0.0,0.00
45089,0.0113,1.13
45091,0.0,0.00
46003,0.0,0.00
46005,0.0,0.00
46007,0.0,0.00
46009,0.0,0.00
46011,0.0,0.00
46013,0.0,0.00
46015,0.0,0.00
46017,0.0,0.00
46019,0.0,0.00
46021,0.0,0.00
46023,0.0,0.00
46025,0.0,0.00
46027,0.0,0.00
46029,0.0,0.00
46031,0.0,0.00
46033,0.0,0.00
46035,0.0,0.00
46037,0.0,0.00
46039,0.0,0.00
46041,0.0,0.00
46043,0.0,0.00
46045,0.0,0.00
46047,0.0,0.00
46049,0.0,0.00
46051,0.0,0.00
46053,0.0,0.00
46055,0.0,0.00
46057,0.0,0.00
46059,0.0,0.00
46061,0.0,0.00
46063,0.0,0.00
46065,0.0,0.00
46067,0.0,0.00
46069,0.0,0.00
46071,0.0,0.00
46073,0.0,0.00
46075,0.0,0.00
46077,0.0,0.00
46079,0.0,0.00
46081,0.0,0.00
46083,0.0,0.00
46085,0.0,0.00
46087,0.0,0.00
46089,0.0,0.00
46091,0.0,0.00
46093,0.0,0.00
46095,0.0,0.00
46097,0.0,0.00
46099,0.0,0.00
46101,0.0,0.00
46102,0.0,0.00
46103,0.0,0.00
46105,0.0,0.00
46107,0.0,0.00
46109,0.0,0.00
46111,0.0,0.00
46115,0.0,0.00
46117,0.0,0.00
46119,0.0,0.00
46121,0.0,0.00
46123,0.0,0.00
46125,0.0,0.00
46127,0.0,0.00
46129,0.0,0.00
46135,0.0,0.00
46137,0.0,0.00
47001,0.0,0.00
47003,0.0,0.00
47005,0.0,0.00
47007,0.0,0.00
47009,0.0,0.00
47011,,(D)
47013,0.0,0.00
47015,0.0,0.00
47017,0.0946,9.46
47019,0.0,0.00
47021,0.0,0.00
47023,,(D)
47025,0.0,0.00
47027,0.0,0.00
47029,0.0,0.00
47031,,(D)
47033,0.0342,3.42
47035,0.0,0.00
47037,0.0,0.00
47039,,(D)
47041,0.0,0.00
47043,0.0,0.00
47045,0.1458,14.58
47047,0.0932,9.32
47049,0.0,0.00
47051,0.0,0.00
47053,0.0632,6.32
47055,,(D)
47057,,(D)
47059,0.0,0.00
47061,0.0,0.00
47063,0.0,0.00
47065,0.0,0.00
47067,0.0,0.00
47069,,(D)
47071,,(D)
47073,0.0,0.00
47075,0.1726,17.26
47077,0.0,0.00
47079,,(D)
47081,0.0,0.00
47083,0.0,0.00
47085,0.0,0.00
47087,0.0,0.00
47089,0.0,0.00
47091,0.0,0.00
47093,0.0,0.00
47095,,(D)
47097,0.1572,15.72
47099,0.0,0.00
47101,0.0,0.00
47103,,(D)
47105,0.0,0.00
47107,0.0,0.00
47109,0.0,0.00
47111,,(D)
47113,0.07780000000000001,7.78
47115,0.0,0.00
47117,0.0,0.00
47119,0.0,0.00
47121,0.0,0.00
47123,0.0,0.00
47125,0.0,0.00
47127,0.0,0.00
47129,0.0,0.00
47131,0.419,41.90
47133,0.0,0.00
47135,0.0,0.00
47137,0.0,0.00
47139,0.0,0.00
47141,0.0,0.00
47143,0.0,0.00
47145,0.0,0.00
47147,0.0,0.00
47149,,(D)
47151,0.0,0.00
47153,0.0,0.00
47155,0.0,0.00
47157,0.0,0.00
47159,0.0,0.00
47161,0.0,0.00
47163,0.0,0.00
47165,0.0,0.00
47167,0.1306,13.06
47169,0.0,0.00
47171,0.0,0.00
47173,0.0,0.00
47175,0.0,0.00
47177,0.0,0.00
47179,0.0,0.00
47181,0.0,0.00
47183,,(D)
47185,0.0,0.00
47187,0.0,0.00
47189,0.0,0.00
48001,0.0,0.00
48003,,(D)
48005,0.0,0.00
48007,0.0,0.00
48009,0.0,0.00
48011,0.13269999999999998,13.27
48013,,(D)
48015,,(D)
48017,0.46240000000000003,46.24
48019,0.0,0.00
48021,,(D)
48023,0.1743,17.43
48025,,(D)
48027,0.0,0.00
48029,,(D)
48031,0.0,0.00
48033,,(D)
48035,,(D)
48037,,(D)
48039,0.0,0.00
48041,,(D)
48043,0.0,0.00
48045,,(D)
48047,,(D)
48049,,(D)
48051,0.36829999999999996,36.83
48053,0.0,0.00
48055,0.0958,9.58
48057,,(D)
48059,0.0,0.00
48061,0.5539999999999999,55.40
48063,0.0,0.00
48065,0.2749,27.49
48067,0.0,0.00
48069,0.3517,35.17
48071,,(D)
48073,0.0,0.00
48075,0.11460000000000001,11.46
48077,,(D)
48079,0.5882000000000001,58.82
48081,,(D)
48083,0.0,0.00
48085,,(D)
48087,0.24050000000000002,24.05
48089,0.0397,3.97
48091,,(D)
48093,0.2622,26.22
48095,,(D)
48097,0.0,0.00
48099,,(D)
48101,,(D)
48103,0.0,0.00
48105,0.0,0.00
48107,0.4177,41.77
48109,,(D)
48111,0.4924,49.24
48113,0.0,0.00
48115,0.2464,24.64
48117,0.4943,49.43
48119,0.0,0.00
48121,,(D)
48123,,(D)
48125,0.19940000000000002,19.94
48127,0.0,0.00
48129,0.4415,44.15
48131,,(D)
48133,,(D)
48135,0.0,0.00
48137,0.0,0.00
48139,0.0,0.00
48141,,(D)
